,query,token,pos
21622,전주여행,렌트,NNG
21623,전주여행,가능,NNG
21625,전주여행,자동차,NNG
21629,전주여행,가격,NNG
21632,전주여행,포항,NNP
21634,전주여행,포항,NNP
21636,전주여행,기차,NNG
21640,전주여행,버스,NNG
21644,전주여행,안녕,NNG
21648,전주여행,주,NNG
21650,전주여행,포항,NNP
21654,전주여행,때,NNG
21655,전주여행,기차,NNG
21657,전주여행,버스,NNG
21659,전주여행,장단점,NNG
21664,전주여행,방법,NNG
21669,전주여행,결정,NNG
21677,전주여행,요소,NNG
21679,전주여행,고려,NNG
21681,전주여행,필요,NNG
21686,전주여행,펜션,NNG
21687,전주여행,한옥,NNG
21690,전주여행,곳,NNG
21694,전주여행,이번,NNG
21696,전주여행,남자,NNG
21697,전주여행,친구,NNG
21709,전주여행,펜션,NNG
21715,전주여행,한옥,NNG
21716,전주여행,마을,NNG
21717,전주여행,근처,NNG
21719,전주여행,한옥,NNG
21723,전주여행,펜션,NNG
21732,전주여행,내부,NNG
21734,전주여행,정감,NNG
21737,전주여행,분위기,NNG
21746,전주여행,답변,NNG
21748,전주여행,부탁,NNG
21751,전주여행,용,NNG
21752,전주여행,주세요,NNP
21754,전주여행,한옥마을,NNP
21758,전주여행,완산구,NNP
21762,전주여행,덕진구,NNP
21765,전주여행,추억,NNG
21768,전주여행,장소,NNG
21773,전주여행,완산구,NNP
21774,전주여행,덕진구,NNP
21777,전주여행,여행지,NNG
21783,전주여행,달,NNG
21785,전주여행,엄마,NNG
21791,전주여행,계획,NNG
21794,전주여행,답변,NNG
21795,전주여행,부탁,NNG
21798,전주여행,기차,NNG
21800,전주여행,고속버스,NNG
21812,전주여행,도착,NNG
21814,전주여행,관광,NNG
21816,전주여행,때,NNG
21817,전주여행,이용,NNG
21822,전주여행,교통수단,NNG
21829,전주여행,숙소,NNG
21830,전주여행,추천,NNG
21833,전주여행,서울,NNP
21834,전주여행,당일치기,NNG
21838,전주여행,당일치기,NNG
21840,전주여행,계획,NNG
21846,전주여행,주역,NNP
21848,전주여행,한옥마을,NNP
21852,전주여행,방법,NNG
21854,전주여행,당일치기,NNG
21855,전주여행,코스,NNG
21860,전주여행,주역,NNP
21862,전주여행,한옥마을,NNP
21866,전주여행,방법,NNG
21869,전주여행,택시,NNG
21871,전주여행,버스,NNG
21876,전주여행,주역,NNP
21878,전주여행,한옥마을,NNP
21880,전주여행,택시,NNG
21886,전주여행,경비,NNG
21887,전주여행,보통,NNG
21892,전주여행,경비,NNG
21894,전주여행,얼마,NNG
21895,전주여행,정도,NNG
21898,전주여행,숙소,NNG
21915,전주여행,질문,NNG
21917,전주여행,도움,NNG
21921,전주여행,답변,NNG
21932,전주여행,예산,NNG
21936,전주여행,내외,NNG
21937,전주여행,숙소,NNG
21948,전주여행,커플,NNG
21951,전주여행,도움,NNG
21955,전주여행,남자,NNG
21956,전주여행,친구,NNG
21958,전주여행,차,NNG
21960,전주여행,이용,NNG
21964,전주여행,이용,NNG
21971,전주여행,요소,NNG
21973,전주여행,고려,NNG
21979,전주여행,교통,NNG
21980,전주여행,체증,NNG
21982,전주여행,예상,NNG
21985,전주여행,날짜,NNG
21989,전주여행,이용,NNG
21999,전주여행,남자,NNG
22000,전주여행,친구,NNG
22001,전주여행,의,NNG
22002,전주여행,남,NNG
22005,전주여행,남,NNG
22009,전주여행,여행지,NNG
22011,전주여행,맛집,NNG
22012,전주여행,추천,NNG
22017,전주여행,보리암,NNP
22018,전주여행,다랭이,NNG
22019,전주여행,굴,NNG
22020,전주여행,독일,NNP
22021,전주여행,마을,NNG
22022,전주여행,한옥마을,NNP
22033,전주여행,곳,NNG
22034,전주여행,맛집,NNG
22036,전주여행,추천,NNG
22040,전주여행,앞,NNG
22042,전주여행,말,NNG
22045,전주여행,곳,NNG
22050,전주여행,추천,NNG
22056,전주여행,맛집,NNG
22058,전주여행,곳,NNG
22059,전주여행,추천,NNG
22060,전주여행,맛집,NNG
22061,전주여행,국내,NNG
22062,전주여행,전,NNG
22063,전주여행,주달,NNG
22064,전주여행,봉,NNG
22066,전주여행,달,NNG
22067,전주여행,봉,NNG
22068,전주여행,티비,NNG
22069,전주여행,코스,NNG
22074,전주여행,곳,NNG
22075,전주여행,여수,NNG
22076,전주여행,여수,NNG
22082,전주여행,제주,NNP
22084,전주여행,제주도,NNP
22089,전주여행,곳,NNG
22090,전주여행,전문,NNG
22092,전주여행,플,NNG
22094,전주여행,언서,NNG
22095,전주여행,전,NNG
22096,전주여행,주달,NNG
22097,전주여행,봉이,NNG
22099,전주여행,코스,NNG
22101,전주여행,한옥,NNG
22102,전주여행,마을,NNG
22108,전주여행,코스,NNG
22109,전주여행,질문,NNG
22112,전주여행,코스,NNG
22119,전주여행,전라도,NNP
22130,전주여행,맛집,NNG
22131,전주여행,국내,NNG
22132,전주여행,전,NNG
22133,전주여행,주달,NNG
22134,전주여행,봉,NNG
22136,전주여행,달,NNG
22137,전주여행,봉,NNG
22138,전주여행,티비,NNG
22139,전주여행,코스,NNG
22144,전주여행,곳,NNG
22145,전주여행,여수,NNG
22146,전주여행,여수,NNG
22152,전주여행,제주,NNP
22154,전주여행,제주도,NNP
22159,전주여행,곳,NNG
22160,전주여행,전문,NNG
22162,전주여행,플,NNG
22164,전주여행,언서,NNG
22171,전주여행,비용,NNG
22173,전주여행,얼마,NNG
22177,전주여행,비용,NNG
22180,전주여행,요소,NNG
22185,전주여행,일반,NNG
22188,전주여행,다음,NNG
22192,전주여행,항목,NNG
22195,전주여행,포함,NNG
22198,전주여행,교통비,NNG
22200,전주여행,이동,NNG
22204,전주여행,교통,NNG
22205,전주여행,비용,NNG
22215,전주여행,코스,NNG
22216,전주여행,맛집,NNG
22217,전주여행,국내,NNG
22218,전주여행,전,NNG
22219,전주여행,주달,NNG
22220,전주여행,봉,NNG
22222,전주여행,달,NNG
22223,전주여행,봉,NNG
22224,전주여행,티비,NNG
22225,전주여행,코스,NNG
22230,전주여행,곳,NNG
22231,전주여행,여수,NNG
22232,전주여행,여수,NNG
22238,전주여행,제주,NNP
22240,전주여행,제주도,NNP
22245,전주여행,곳,NNG
22246,전주여행,전문,NNG
22248,전주여행,플,NNG
22250,전주여행,언서,NNG
22251,전주여행,전,NNG
22252,전주여행,주달,NNG
22253,전주여행,봉이,NNG
22255,전주여행,코스,NNG
22257,전주여행,한옥,NNG
22258,전주여행,마을,NNG
22260,전주여행,시작,NNG
22262,전주여행,당일치기,NNG
22263,전주여행,혼자,NNG
22264,전주여행,코스,NNG
22265,전주여행,추천,NNG
22266,전주여행,박물관,NNG
22267,전주여행,미술관,NNG
22268,전주여행,지역,NNG
22269,전주여행,공간,NNG
22271,전주여행,스토리,NNG
22275,전주여행,안내,NNG
22278,전주여행,해설,NNG
22280,전주여행,문화,NNG
22281,전주여행,코스,NNG
22284,전주여행,방지,NNG
22290,전주여행,예약금,NNG
22292,전주여행,결제,NNG
22295,전주여행,현장,NNG
22301,전주여행,상당,NNG
22302,전주여행,음료,NNG
22303,전주여행,기프,NNP
22304,전주여행,티,NNG
22305,전주여행,콘,NNG
22307,전주여행,환급,NNG
22308,전주여행,선착순,NNG
22309,전주여행,마감,NNG
22312,전주여행,계획,NNG
22318,전주여행,차,NNG
22320,전주여행,필요,NNG
22322,전주여행,가요,NNG
22323,전주여행,안녕,NNG
22330,전주여행,계획,NNG
22333,전주여행,서울,NNP
22337,전주여행,기차,NNG
22345,전주여행,렌트,NNG
22351,전주여행,참고,NNG
22353,전주여행,한옥마을,NNP
22354,전주여행,포함,NNG
22356,전주여행,유명,NNG
22357,전주여행,관광지,NNG
22360,전주여행,계획,NNG
22362,전주여행,맛집,NNG
22363,전주여행,국내,NNG
22366,전주여행,맛집,NNG
22367,전주여행,국내,NNG
22368,전주여행,전,NNG
22369,전주여행,주달,NNG
22370,전주여행,봉,NNG
22372,전주여행,달,NNG
22373,전주여행,봉,NNG
22374,전주여행,티비,NNG
22375,전주여행,코스,NNG
22380,전주여행,곳,NNG
22381,전주여행,여수,NNG
22382,전주여행,여수,NNG
22388,전주여행,제주,NNP
22390,전주여행,제주도,NNP
22395,전주여행,곳,NNG
22396,전주여행,전문,NNG
22398,전주여행,플,NNG
22400,전주여행,언서,NNG
22401,전주여행,전,NNG
22402,전주여행,주달,NNG
22403,전주여행,봉이,NNG
22408,전주여행,대중교통,NNG
22410,전주여행,택시,NNG
22411,전주여행,이용,NNG
22416,전주여행,완주,NNG
22417,전주여행,맛집,NNG
22418,전주여행,국내,NNG
22419,전주여행,전,NNG
22420,전주여행,주달,NNG
22421,전주여행,봉,NNG
22423,전주여행,달,NNG
22424,전주여행,봉,NNG
22425,전주여행,티비,NNG
22426,전주여행,코스,NNG
22431,전주여행,곳,NNG
22432,전주여행,여수,NNG
22433,전주여행,여수,NNG
22439,전주여행,제주,NNP
22441,전주여행,제주도,NNP
22446,전주여행,곳,NNG
22447,전주여행,전문,NNG
22449,전주여행,플,NNG
22451,전주여행,언서,NNG
22452,전주여행,전,NNG
22453,전주여행,주달,NNG
22454,전주여행,봉이,NNG
22456,전주여행,완주,NNP
22468,전주여행,부탁,NNG
22470,전주여행,맛집,NNG
22471,전주여행,국내,NNG
22472,전주여행,전,NNG
22473,전주여행,주달,NNG
22474,전주여행,봉,NNG
22476,전주여행,달,NNG
22477,전주여행,봉,NNG
22478,전주여행,티비,NNG
22479,전주여행,코스,NNG
22484,전주여행,곳,NNG
22485,전주여행,여수,NNG
22486,전주여행,여수,NNG
22492,전주여행,제주,NNP
22494,전주여행,제주도,NNP
22499,전주여행,곳,NNG
22500,전주여행,전문,NNG
22502,전주여행,플,NNG
22504,전주여행,언서,NNG
22505,전주여행,전,NNG
22506,전주여행,주달,NNG
22507,전주여행,봉이,NNG
22509,전주여행,코스,NNG
22511,전주여행,코스,NNG
22517,전주여행,코스,NNG
22527,전주여행,역사,NNG
22530,전주여행,유적지,NNG
22532,전주여행,전통문화,NNG
22536,전주여행,곳,NNG
22541,전주여행,한옥마을,NNP
22543,전주여행,방문,NNG
22548,전주여행,옥,NNG
22557,전주여행,시작,NNG
22564,전주여행,한옥,NNG
22565,전주여행,마을,NNG
22567,전주여행,대중교통,NNG
22569,전주여행,렌트카,NNG
22576,전주여행,때,NNG
22579,전주여행,차,NNG
22582,전주여행,대중교통,NNG
22588,전주여행,교통,NNG
22589,전주여행,상황,NNG
22594,전주여행,맛집,NNG
22595,전주여행,국내,NNG
22596,전주여행,전,NNG
22597,전주여행,주달,NNG
22598,전주여행,봉,NNG
22600,전주여행,달,NNG
22601,전주여행,봉,NNG
22602,전주여행,티비,NNG
22603,전주여행,코스,NNG
22608,전주여행,곳,NNG
22609,전주여행,여수,NNG
22610,전주여행,여수,NNG
22616,전주여행,제주,NNP
22626,전주여행,연인,NNG
22633,전주여행,곳,NNG
22635,전주여행,추천,NNG
22640,전주여행,한옥마을,NNP
22641,전주여행,동물원,NNP
22642,전주여행,한국도로공사,NNP
22643,전주여행,수목원,NNG
22644,전주여행,향교,NNP
22645,전주여행,덕진,NNP
22646,전주여행,공원,NNG
22647,전주여행,관련,NNG
22648,전주여행,맛집,NNG
22649,전주여행,국내,NNG
22650,전주여행,전,NNG
22651,전주여행,주달,NNG
22652,전주여행,봉,NNG
22654,전주여행,달,NNG
22655,전주여행,봉,NNG
22656,전주여행,티비,NNG
22657,전주여행,코스,NNG
22662,전주여행,곳,NNG
22663,전주여행,여수,NNG
22664,전주여행,여수,NNG
22670,전주여행,제주,NNP
22672,전주여행,제주도,NNP
22677,전주여행,곳,NNG
22678,전주여행,전문,NNG
22680,전주여행,플,NNG
22682,전주여행,언서,NNG
22683,전주여행,전,NNG
22684,전주여행,주달,NNG
22685,전주여행,봉이,NNG
22687,전주여행,주말,NNG
22689,전주여행,평일,NNG
22712,전주여행,추천,NNG
22717,전주여행,맛집,NNG
22718,전주여행,국내,NNG
22719,전주여행,전,NNG
22720,전주여행,주달,NNG
22721,전주여행,봉,NNG
22723,전주여행,달,NNG
22724,전주여행,봉,NNG
22725,전주여행,티비,NNG
22726,전주여행,코스,NNG
22731,전주여행,곳,NNG
22732,전주여행,여수,NNG
22733,전주여행,여수,NNG
22739,전주여행,제주,NNP
22741,전주여행,제주도,NNP
22746,전주여행,곳,NNG
22747,전주여행,전문,NNG
22749,전주여행,플,NNG
22751,전주여행,언서,NNG
22752,전주여행,전,NNG
22753,전주여행,주달,NNG
22754,전주여행,봉이,NNG
22756,전주여행,이번,NNG
22757,전주여행,주,NNG
22770,전주여행,추천,NNG
22779,전주여행,위주,NNG
22788,전주여행,트레,NNP
22789,전주여행,킹,NNP
22794,전주여행,계획,NNG
22803,전주여행,볼거리,NNG
22813,전주여행,인,NNG
22814,전주여행,경비,NNG
22815,전주여행,식비,NNG
22817,전주여행,교통비,NNG
22818,전주여행,감,NNG
22823,전주여행,술,NNG
22830,전주여행,술값,NNG
22836,전주여행,때,NNG
22844,전주여행,맛집,NNG
22845,전주여행,국내,NNG
22846,전주여행,전,NNG
22847,전주여행,주달,NNG
22848,전주여행,봉,NNG
22850,전주여행,달,NNG
22851,전주여행,봉,NNG
22852,전주여행,티비,NNG
22853,전주여행,코스,NNG
22858,전주여행,곳,NNG
22859,전주여행,여수,NNG
22860,전주여행,여수,NNG
22865,전주여행,곳,NNG
22870,전주여행,비용,NNG
22871,전주여행,맛집,NNG
22872,전주여행,국내,NNG
22873,전주여행,전,NNG
22874,전주여행,주달,NNG
22875,전주여행,봉,NNG
22877,전주여행,달,NNG
22878,전주여행,봉,NNG
22879,전주여행,티비,NNG
22880,전주여행,코스,NNG
22885,전주여행,곳,NNG
22886,전주여행,여수,NNG
22887,전주여행,여수,NNG
22893,전주여행,제주,NNP
22895,전주여행,제주도,NNP
22900,전주여행,곳,NNG
22901,전주여행,전문,NNG
22903,전주여행,플,NNG
22905,전주여행,언서,NNG
22906,전주여행,전,NNG
22907,전주여행,주달,NNG
22908,전주여행,봉이,NNG
22910,전주여행,한옥마을,NNP
22912,전주여행,입장료,NNG
22917,전주여행,기본,NNG
22918,전주여행,친구,NNG
22920,전주여행,친구,NNG
22932,전주여행,곳,NNG
22933,전주여행,호텔,NNG
22934,전주여행,맛집,NNG
22935,전주여행,추천,NNG
22939,전주여행,호텔,NNG
22941,전주여행,시설,NNG
22950,전주여행,한옥,NNP
22955,전주여행,침대,NNG
22959,전주여행,곳,NNG
22966,전주여행,맛집,NNG
22968,전주여행,양식,NNG
22969,전주여행,중식,NNG
22970,전주여행,일식,NNG
22973,전주여행,비용,NNG
22976,전주여행,인당,NNG
22981,전주여행,크리스마스,NNG
22982,전주여행,맛집,NNG
22983,전주여행,국내,NNG
22984,전주여행,전,NNG
22985,전주여행,주달,NNG
22986,전주여행,봉,NNG
22988,전주여행,달,NNG
22989,전주여행,봉,NNG
22990,전주여행,티비,NNG
22991,전주여행,코스,NNG
22996,전주여행,곳,NNG
22997,전주여행,여수,NNG
22998,전주여행,여수,NNG
23004,전주여행,제주,NNP
23006,전주여행,제주도,NNP
23011,전주여행,곳,NNG
23012,전주여행,전문,NNG
23014,전주여행,플,NNG
23016,전주여행,언서,NNG
23017,전주여행,전,NNG
23018,전주여행,주달,NNG
23019,전주여행,봉이,NNG
23021,전주여행,코스,NNG
23023,전주여행,한옥,NNG
23024,전주여행,마을,NNG
23026,전주여행,시작,NNG
23033,전주여행,질문,NNG
23036,전주여행,일정,NNG
23037,전주여행,관련,NNG
23038,전주여행,답변,NNG
23044,전주여행,가실,NNG
23045,전주여행,때,NNG
23046,전주여행,계획,NNG
23064,전주여행,준비,NNG
23069,전주여행,아래,NNG
23070,전주여행,일정,NNG
23072,전주여행,참고,NNG
23085,전주여행,차,NNG
23086,전주여행,초등,NNG
23088,전주여행,학년,NNG
23097,전주여행,수학여행,NNG
23098,전주여행,코스,NNG
23099,전주여행,관광,NNG
23101,전주여행,달인,NNG
23105,전주여행,주달,NNG
23106,전주여행,봉이,NNG
23109,전주여행,코스,NNG
23110,전주여행,추천,NNG
23117,전주여행,감사,NNG
23121,전주여행,맛집,NNG
23122,전주여행,국내,NNG
23123,전주여행,전,NNG
23124,전주여행,주달,NNG
23125,전주여행,봉,NNG
23127,전주여행,달,NNG
23128,전주여행,봉,NNG
23129,전주여행,티비,NNG
23130,전주여행,코스,NNG
23135,전주여행,곳,NNG
23136,전주여행,여수,NNG
23137,전주여행,여수,NNG
23143,전주여행,제주,NNP
23149,전주여행,혼자,NNG
23150,전주여행,코스,NNG
23151,전주여행,질문,NNG
23154,전주여행,정보,NNG
23155,전주여행,정리,NNG
23159,전주여행,참고,NNG
23164,전주여행,주,NNG
23171,전주여행,덕진,NNP
23172,전주여행,공원,NNG
23173,전주여행,추천,NNP
23174,전주여행,덕진,NNP
23175,전주여행,공원,NNG
23177,전주여행,터미널,NNG
23181,전주여행,곳,NNG
23184,전주여행,산책,NNG
23190,전주여행,호수,NNG
23191,전주여행,공원,NNG
23194,전주여행,덕진,NNP
23195,전주여행,공원,NNG
23197,전주여행,생략,NNG
23201,전주여행,남부,NNG
23202,전주여행,시장,NNG
23207,전주여행,전시회,NNG
23208,전주여행,추천,NNG
23211,전주여행,이번,NNG
23212,전주여행,달,NNG
23213,전주여행,말,NNG
23215,전주여행,남자,NNG
23216,전주여행,친구,NNG
23221,전주여행,한옥마을,NNP
23227,전주여행,갈만,NNG
23229,전주여행,곳,NNG
23230,전주여행,공방,NNG
23231,전주여행,전시회,NNG
23237,전주여행,추천,NNG
23238,전주여행,부탁,NNG
23240,전주여행,안녕,NNG
23243,전주여행,질문,NNG
23246,전주여행,관련,NNG
23247,전주여행,답변,NNG
23261,전주여행,코스,NNG
23262,전주여행,추천,NNG
23263,전주여행,안녕,NNG
23266,전주여행,여자,NNG
23267,전주여행,친구,NNG
23271,전주여행,예정,NNG
23273,전주여행,숙소,NNG
23275,전주여행,더클래식,NNP
23276,전주여행,호텔,NNG
23284,전주여행,일정,NNG
23293,전주여행,금요일,NNG
23294,전주여행,오후,NNG
23299,전주여행,도착,NNG
23300,전주여행,예정,NNG
23303,전주여행,자,NNG
23305,전주여행,차,NNG
23309,전주여행,이동,NNG
23310,전주여행,수단,NNG
23312,전주여행,대중교통,NNG
23314,전주여행,택시,NNG
23317,전주여행,예정,NNG
23320,전주여행,거리,NNG
23327,전주여행,추석,NNG
23329,전주여행,예정,NNG
23333,전주여행,갈만,NNG
23335,전주여행,곳,NNG
23336,전주여행,추천,NNG
23340,전주여행,맛집,NNG
23341,전주여행,국내,NNG
23342,전주여행,전,NNG
23343,전주여행,주달,NNG
23344,전주여행,봉,NNG
23346,전주여행,달,NNG
23347,전주여행,봉,NNG
23348,전주여행,티비,NNG
23349,전주여행,코스,NNG
23354,전주여행,곳,NNG
23355,전주여행,여수,NNG
23356,전주여행,여수,NNG
23362,전주여행,제주,NNP
23364,전주여행,갈만,NNG
23370,전주여행,맛집,NNG
23371,전주여행,국내,NNG
23372,전주여행,전,NNG
23373,전주여행,주달,NNG
23374,전주여행,봉,NNG
23376,전주여행,달,NNG
23377,전주여행,봉,NNG
23378,전주여행,티비,NNG
23379,전주여행,코스,NNG
23384,전주여행,곳,NNG
23385,전주여행,여수,NNG
23386,전주여행,여수,NNG
23392,전주여행,제주,NNP
23394,전주여행,제주도,NNP
23399,전주여행,곳,NNG
23400,전주여행,전문,NNG
23402,전주여행,플,NNG
23404,전주여행,언서,NNG
23405,전주여행,전,NNG
23406,전주여행,주달,NNG
23407,전주여행,봉이,NNG
23409,전주여행,코스,NNG
23411,전주여행,한옥,NNG
23412,전주여행,마을,NNG
23414,전주여행,코스,NNG
23415,전주여행,일정,NNG
23418,전주여행,문자,NNG
23424,전주여행,반양,NNG
23428,전주여행,시간,NNG
23430,전주여행,무리,NNG
23442,전주여행,곳,NNG
23446,전주여행,일정,NNG
23455,전주여행,차,NNG
23456,전주여행,가운데,NNG
23457,전주여행,집,NNG
23458,전주여행,점심,NNG
23460,전주여행,박물관,NNG
23461,전주여행,관광,NNG
23462,전주여행,수목원,NNG
23463,전주여행,관광,NNG
23466,전주여행,관광,NNG
23467,전주여행,교동,NNP
23468,전주여행,다윈,NNP
23469,전주여행,추천,NNG
23470,전주여행,부탁,NNG
23488,전주여행,곳,NNG
23490,전주여행,맛집,NNG
23491,전주여행,추천,NNG
23492,전주여행,부탁,NNG
23494,전주여행,감사,NNG
23496,전주여행,맛집,NNG
23497,전주여행,전,NNG
23498,전주여행,주달,NNG
23499,전주여행,봉,NNG
23501,전주여행,달,NNG
23502,전주여행,봉,NNG
23503,전주여행,티비,NNG
23504,전주여행,코스,NNG
23509,전주여행,곳,NNG
23511,전주여행,플,NNG
23513,전주여행,언서,NNG
23514,전주여행,전,NNG
23515,전주여행,주달,NNG
23516,전주여행,봉이,NNG
23518,전주여행,강아지,NNG
23521,전주여행,가능,NNG
23525,전주여행,강아지,NNG
23527,전주여행,동반,NNG
23532,전주여행,강아지,NNG
23543,전주여행,맛집,NNG
23545,전주여행,관광,NNG
23546,전주여행,징,NNG
23547,전주여행,반려,NNG
23548,전주여행,동물,NNG
23551,전주여행,앱,NNG
23552,전주여행,반려,NNG
23553,전주여행,생활,NNG
23555,전주여행,하늘,NNG
23559,전주여행,가을,NNG
23565,전주여행,강아지,NNG
23571,전주여행,추억,NNG
23572,전주여행,광주,NNP
23578,전주여행,감사,NNG
23582,전주여행,맛집,NNG
23583,전주여행,국내,NNG
23584,전주여행,전,NNG
23585,전주여행,주달,NNG
23586,전주여행,봉,NNG
23588,전주여행,달,NNG
23589,전주여행,봉,NNG
23590,전주여행,티비,NNG
23591,전주여행,코스,NNG
23596,전주여행,곳,NNG
23597,전주여행,여수,NNG
23598,전주여행,여수,NNG
23604,전주여행,제주,NNP
23606,전주여행,제주도,NNP
23611,전주여행,곳,NNG
23612,전주여행,전문,NNG
23614,전주여행,플,NNG
23616,전주여행,언서,NNG
23617,전주여행,전,NNG
23618,전주여행,주달,NNG
23619,전주여행,봉이,NNG
23621,전주여행,버스,NNG
23622,전주여행,터미널,NNG
23626,전주여행,코스,NNG
23632,전주여행,질문,NNG
23635,전주여행,일정,NNG
23636,전주여행,관련,NNG
23637,전주여행,답변,NNG
23643,전주여행,친정,NNG
23644,전주여행,어머니,NNG
23646,전주여행,딸,NNG
23658,전주여행,아래,NNG
23667,전주여행,일정,NNG
23669,전주여행,준비,NNG
23674,전주여행,참고,NNG
23680,전주여행,도움,NNG
23685,전주여행,추천,NNG
23690,전주여행,당일치기,NNG
23691,전주여행,추천,NNG
23695,전주여행,당일치기,NNG
23696,전주여행,맛집,NNG
23697,전주여행,국내,NNG
23698,전주여행,전,NNG
23699,전주여행,주달,NNG
23700,전주여행,봉,NNG
23702,전주여행,달,NNG
23703,전주여행,봉,NNG
23704,전주여행,티비,NNG
23705,전주여행,코스,NNG
23710,전주여행,곳,NNG
23711,전주여행,여수,NNG
23712,전주여행,여수,NNG
23718,전주여행,제주,NNP
23720,전주여행,제주도,NNP
23725,전주여행,곳,NNG
23726,전주여행,전문,NNG
23728,전주여행,플,NNG
23730,전주여행,언서,NNG
23731,전주여행,전,NNG
23732,전주여행,주달,NNG
23733,전주여행,봉이,NNG
23735,전주여행,팀조,NNP
23736,전주여행,뮤,NNG
23748,전주여행,곳,NNG
23750,전주여행,맛집,NNG
23758,전주여행,서울,NNP
23759,전주여행,지방,NNG
23760,전주여행,변호,NNG
23761,전주여행,사회,NNG
23762,전주여행,소속,NNG
23764,전주여행,지식,NNG
23766,전주여행,법률,NNG
23767,전주여행,상담,NNG
23769,전주여행,진행,NNG
23774,전주여행,김선용,NNP
23775,전주여행,변호사,NNG
23784,전주여행,인,NNG
23785,전주여행,스타,NNG
23786,전주여행,그램,NNG
23789,전주여행,검색,NNG
23792,전주여행,한옥마을,NNP
23793,전주여행,준비,NNG
23796,전주여행,대여,NNG
23798,전주여행,천차만별,NNG
23800,전주여행,기본,NNG
23801,전주여행,금액,NNG
23806,전주여행,시작,NNG
23808,전주여행,시간,NNG
23810,전주여행,한복,NNG
23813,전주여행,가격,NNG
23816,전주여행,맛집,NNG
23817,전주여행,국내,NNG
23818,전주여행,전,NNG
23819,전주여행,주달,NNG
23820,전주여행,봉,NNG
23822,전주여행,달,NNG
23823,전주여행,봉,NNG
23824,전주여행,티비,NNG
23825,전주여행,코스,NNG
23830,전주여행,곳,NNG
23831,전주여행,여수,NNG
23832,전주여행,여수,NNG
23838,전주여행,제주,NNP
23840,전주여행,고등학교,NNG
23841,전주여행,친구,NNG
23844,전주여행,당일치기,NNG
23846,전주여행,고등학교,NNG
23848,전주여행,학년,NNG
23849,전주여행,친구,NNG
23855,전주여행,달,NNG
23858,전주여행,당일,NNG
23863,전주여행,예정,NNG
23865,전주여행,부모,NNG
23870,전주여행,말씀,NNG
23873,전주여행,허락,NNG
23880,전주여행,고등학교,NNG
23881,전주여행,시절,NNG
23882,전주여행,친구,NNG
23888,전주여행,추억,NNG
23902,전주여행,휴가,NNG
23905,전주여행,코스,NNG
23906,전주여행,추천,NNG
23910,전주여행,위,NNG
23912,전주여행,일정,NNG
23914,전주여행,참고,NNG
23917,전주여행,제시,NNG
23922,전주여행,일정,NNG
23925,전주여행,조정,NNG
23931,전주여행,음식점,NNG
23933,전주여행,웨이팅,NNG
23934,전주여행,시간,NNG
23936,전주여행,방문,NNG
23937,전주여행,시간,NNG
23939,전주여행,요일,NNG
23946,전주여행,참고,NNG
23955,전주여행,여자,NNG
23965,전주여행,질문,NNG
23974,전주여행,다음,NNG
23978,전주여행,일정,NNG
23980,전주여행,추천,NNG
23985,전주여행,한옥마을,NNP
23986,전주여행,전통,NNG
23987,전주여행,한옥,NNG
23988,전주여행,건물,NNG
23990,전주여행,전통,NNG
23991,전주여행,문화,NNG
23993,전주여행,경험,NNG
24000,전주여행,향교,NNP
24001,전주여행,조선,NNP
24002,전주여행,시대,NNG
24003,전주여행,교육,NNG
24004,전주여행,기관,NNG
24006,전주여행,향교,NNG
24012,전주여행,남부,NNG
24013,전주여행,시장,NNG
24014,전주여행,전,NNG
24015,전주여행,주의,NNG
24016,전주여행,코스,NNG
24025,전주여행,안녕,NNG
24028,전주여행,가족,NNG
24036,전주여행,당장,NNG
24037,전주여행,이번,NNG
24038,전주여행,주,NNG
24039,전주여행,금요일,NNG
24046,전주여행,숙소,NNG
24048,전주여행,라,NNG
24050,전주여행,호텔,NNG
24055,전주여행,한옥마을,NNP
24067,전주여행,카페,NNG
24068,전주여행,투어,NNG
24071,전주여행,코스,NNG
24080,전주여행,스로,NNG
24085,전주여행,대둔산,NNP
24086,전주여행,케이블카,NNG
24087,전주여행,주말,NNG
24089,전주여행,사람,NNG
24095,전주여행,코스,NNG
24096,전주여행,추천,NNG
24100,전주여행,맛집,NNG
24101,전주여행,국내,NNG
24102,전주여행,전,NNG
24103,전주여행,주달,NNG
24104,전주여행,봉,NNG
24106,전주여행,달,NNG
24107,전주여행,봉,NNG
24108,전주여행,티비,NNG
24109,전주여행,코스,NNG
24114,전주여행,곳,NNG
24115,전주여행,여수,NNG
24116,전주여행,여수,NNG
24122,전주여행,제주,NNP
24124,전주여행,제주도,NNP
24129,전주여행,곳,NNG
24130,전주여행,전문,NNG
24131,전주여행,코스,NNG
24138,전주여행,복귀,NNG
24147,전주여행,지난주,NNG
24149,전주여행,당일,NNG
24150,전주여행,코스,NNG
24155,전주여행,주말,NNG
24159,전주여행,차,NNG
24164,전주여행,관광지,NNG
24167,전주여행,사람,NNG
24172,전주여행,생각,NNG
24180,전주여행,최소한,NNG
24185,전주여행,한옥마을,NNP
24186,전주여행,당일치기,NNG
24187,전주여행,질문,NNG
24188,전주여행,여수,NNP
24189,전주여행,제주도,NNP
24190,전주여행,맛집,NNG
24191,전주여행,전,NNG
24192,전주여행,주달,NNG
